,Country_Code,GDP_Constant_USD_value_crisis,GDP_Constant_USD_value_pre_crisis,GDP_Constant_USD_crisis_year,GDP_Constant_USD_turn_around_year,GDP_Constant_USD_recovery_year_1_2,GDP_Constant_USD_recovery_year_3_4,GDP_Constant_USD_recovery_year,GDP_Constant_USD_recovery_year_1_2_str,GDP_Constant_USD_recovery_year_3_4_str,GDP_Constant_USD_recovery_year_str,GDP_Constant_USD_crisis_shock,GDP_Constant_USD_recovery_time_1_2,GDP_Constant_USD_recovery_time_3_4,GDP_Constant_USD_recovery_time,GDP_growth_rate_value_crisis,GDP_growth_rate_value_pre_crisis,GDP_growth_rate_crisis_year,GDP_growth_rate_turn_around_year,GDP_growth_rate_recovery_year_1_2,GDP_growth_rate_recovery_year_3_4,GDP_growth_rate_recovery_year,GDP_growth_rate_recovery_year_1_2_str,GDP_growth_rate_recovery_year_3_4_str,GDP_growth_rate_recovery_year_str,GDP_growth_rate_crisis_shock,GDP_growth_rate_recovery_time_1_2,GDP_growth_rate_recovery_time_3_4,GDP_growth_rate_recovery_time,revenue_deficit_value_crisis,revenue_deficit_value_pre_crisis,revenue_deficit_crisis_year,revenue_deficit_turn_around_year,revenue_deficit_recovery_year_1_2,revenue_deficit_recovery_year_3_4,revenue_deficit_recovery_year,revenue_deficit_recovery_year_1_2_str,revenue_deficit_recovery_year_3_4_str,revenue_deficit_recovery_year_str,revenue_deficit_crisis_shock,revenue_deficit_recovery_time_1_2,revenue_deficit_recovery_time_3_4,revenue_deficit_recovery_time,neg_govt_expenditure_value_crisis,neg_govt_expenditure_value_pre_crisis,neg_govt_expenditure_crisis_year,neg_govt_expenditure_turn_around_year,neg_govt_expenditure_recovery_year_1_2,neg_govt_expenditure_recovery_year_3_4,neg_govt_expenditure_recovery_year,neg_govt_expenditure_recovery_year_1_2_str,neg_govt_expenditure_recovery_year_3_4_str,neg_govt_expenditure_recovery_year_str,neg_govt_expenditure_crisis_shock,neg_govt_expenditure_recovery_time_1_2,neg_govt_expenditure_recovery_time_3_4,neg_govt_expenditure_recovery_time,Total_Revenue_excl_SC_value_crisis,Total_Revenue_excl_SC_value_pre_crisis,Total_Revenue_excl_SC_crisis_year,Total_Revenue_excl_SC_turn_around_year,Total_Revenue_excl_SC_recovery_year_1_2,Total_Revenue_excl_SC_recovery_year_3_4,Total_Revenue_excl_SC_recovery_year,Total_Revenue_excl_SC_recovery_year_1_2_str,Total_Revenue_excl_SC_recovery_year_3_4_str,Total_Revenue_excl_SC_recovery_year_str,Total_Revenue_excl_SC_crisis_shock,Total_Revenue_excl_SC_recovery_time_1_2,Total_Revenue_excl_SC_recovery_time_3_4,Total_Revenue_excl_SC_recovery_time,Tax_Revenue_value_crisis,Tax_Revenue_value_pre_crisis,Tax_Revenue_crisis_year,Tax_Revenue_turn_around_year,Tax_Revenue_recovery_year_1_2,Tax_Revenue_recovery_year_3_4,Tax_Revenue_recovery_year,Tax_Revenue_recovery_year_1_2_str,Tax_Revenue_recovery_year_3_4_str,Tax_Revenue_recovery_year_str,Tax_Revenue_crisis_shock,Tax_Revenue_recovery_time_1_2,Tax_Revenue_recovery_time_3_4,Tax_Revenue_recovery_time,Income_Taxes_value_crisis,Income_Taxes_value_pre_crisis,Income_Taxes_crisis_year,Income_Taxes_turn_around_year,Income_Taxes_recovery_year_1_2,Income_Taxes_recovery_year_3_4,Income_Taxes_recovery_year,Income_Taxes_recovery_year_1_2_str,Income_Taxes_recovery_year_3_4_str,Income_Taxes_recovery_year_str,Income_Taxes_crisis_shock,Income_Taxes_recovery_time_1_2,Income_Taxes_recovery_time_3_4,Income_Taxes_recovery_time,Value_Added_Tax_value_crisis,Value_Added_Tax_value_pre_crisis,Value_Added_Tax_crisis_year,Value_Added_Tax_turn_around_year,Value_Added_Tax_recovery_year_1_2,Value_Added_Tax_recovery_year_3_4,Value_Added_Tax_recovery_year,Value_Added_Tax_recovery_year_1_2_str,Value_Added_Tax_recovery_year_3_4_str,Value_Added_Tax_recovery_year_str,Value_Added_Tax_crisis_shock,Value_Added_Tax_recovery_time_1_2,Value_Added_Tax_recovery_time_3_4,Value_Added_Tax_recovery_time,Excise_Taxes_value_crisis,Excise_Taxes_value_pre_crisis,Excise_Taxes_crisis_year,Excise_Taxes_turn_around_year,Excise_Taxes_recovery_year_1_2,Excise_Taxes_recovery_year_3_4,Excise_Taxes_recovery_year,Excise_Taxes_recovery_year_1_2_str,Excise_Taxes_recovery_year_3_4_str,Excise_Taxes_recovery_year_str,Excise_Taxes_crisis_shock,Excise_Taxes_recovery_time_1_2,Excise_Taxes_recovery_time_3_4,Excise_Taxes_recovery_time,Trade_Taxes_value_crisis,Trade_Taxes_value_pre_crisis,Trade_Taxes_crisis_year,Trade_Taxes_turn_around_year,Trade_Taxes_recovery_year_1_2,Trade_Taxes_recovery_year_3_4,Trade_Taxes_recovery_year,Trade_Taxes_recovery_year_1_2_str,Trade_Taxes_recovery_year_3_4_str,Trade_Taxes_recovery_year_str,Trade_Taxes_crisis_shock,Trade_Taxes_recovery_time_1_2,Trade_Taxes_recovery_time_3_4,Trade_Taxes_recovery_time,Total_Non_Tax_Revenue_value_crisis,Total_Non_Tax_Revenue_value_pre_crisis,Total_Non_Tax_Revenue_crisis_year,Total_Non_Tax_Revenue_turn_around_year,Total_Non_Tax_Revenue_recovery_year_1_2,Total_Non_Tax_Revenue_recovery_year_3_4,Total_Non_Tax_Revenue_recovery_year,Total_Non_Tax_Revenue_recovery_year_1_2_str,Total_Non_Tax_Revenue_recovery_year_3_4_str,Total_Non_Tax_Revenue_recovery_year_str,Total_Non_Tax_Revenue_crisis_shock,Total_Non_Tax_Revenue_recovery_time_1_2,Total_Non_Tax_Revenue_recovery_time_3_4,Total_Non_Tax_Revenue_recovery_time
238,TLS,3998900000.000001,4307099921.785694,2009,2011,2011,2011,2011,2011,2011,2011,-308199921.78569317,2,2,2,-26.048143,10.003683,2009,2015,2015,2015,2011,2015,2015,2011,-36.051826,6,6,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,26.14613643711607,55.84149396492825,2009,2016,2018,2018,2010,Did not Recover,Did not Recover,2010,-29.695357527812178,9,9,1,,18.38250607427976,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,0.2533842415827838,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,0.0683215668412662,0.1492537313432836,2008,2009,2009,2009,2009,2009,2009,2009,-0.0809321645020174,1,1,1,,17.490454703228053,2008,2009,2018,2018,2015,Did not Recover,Did not Recover,2015,,10,10,7
239,TMN,,1230778088480.955,2008,,,,,Trend,Trend,Trend,,,,,-1.0202398000000001,6.0969639,2008,2012,2012,2016,2016,2012,2016,2016,-7.117203700000001,4,8,8,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
240,TMP,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
241,TON,348707781.8022201,338224447.84090334,2008,2009,2009,2009,2008,2009,2009,2008,10483333.961316764,1,1,0,-3.1206007000000002,3.0995197,2009,2014,2014,2014,2010,2014,2014,2010,-6.220120400000001,5,5,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,18.25316455696202,24.47289156626506,2009,2013,2015,2017,2018,2015,2017,Did not Recover,-6.219727009303039,6,8,9,15.61827956989247,20.78313253012048,2009,2011,2015,2018,2018,2015,Did not Recover,Did not Recover,-5.164852960228009,6,9,9,3.7768817204301075,4.170616113744076,2008,2011,2011,2011,2009,2011,2011,2009,-0.39373439331396876,3,3,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,1.8405778469772067,7.50394944707741,2008,2015,2018,2018,2008,Did not Recover,Did not Recover,2008,-5.663371600100204,10,10,0,2.043147208121828,3.73546511627907,2010,2012,2014,2015,2016,2014,2015,2016,-1.692317908157242,4,5,6
242,TSA,,1674426481090.75,2008,,,,,Trend,Trend,Trend,,,,,3.8828516000000004,9.007638900000002,2008,2009,2009,2010,2010,2009,2010,2010,-5.124787300000001,1,2,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,-17.04520550192355,-15.0349887637685,2008,2009,2011,2011,2011,2011,2011,2011,-2.0102167381550515,3,3,3,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
243,TSS,,1192339328389.5042,2008,,,,,Trend,Trend,Trend,,,,,1.2174553,6.655891900000001,2008,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-5.438436600000001,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
244,TTO,21444579083.38786,22429360906.35654,2009,2010,2010,2012,2013,2010,2012,2013,-984781822.9686813,1,3,4,,4.754185700000001,2008,,,,,Trend,Trend,Trend,,,,,,5.6276841,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,-24.512367426662532,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,28.41758826803475,32.059734151444566,2009,2012,2014,2018,2018,2014,Did not Recover,Did not Recover,-3.6421458834098175,5,9,9,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
245,TUN,,39620931745.144615,2008,,,,,Trend,Trend,Trend,,,,,-1.9171741999999998,6.7096233,2008,2012,2012,2018,2018,2012,Did not Recover,Did not Recover,-8.626797499999999,4,10,10,,-3.707407,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,-26.1761685467178,2008,,,,,Trend,Trend,Trend,,,,,21.83941972107089,23.62025946298038,2009,2017,2017,2017,2011,2017,2017,2011,-1.7808397419094888,8,8,2,19.664525386313468,20.36077838894116,2009,2010,2011,2011,2011,2011,2011,2011,-0.6962530026276923,2,2,2,7.983251825437257,8.342836722877614,2009,2010,2011,2011,2011,2011,2011,2011,-0.3595848974403566,2,2,2,6.167663440312448,6.367102120576101,2009,2010,2010,2010,2011,2010,2010,2011,-0.1994386802636532,1,1,2,2.793023940953917,3.0389032633331334,2008,2012,2012,2012,2016,2012,2012,2016,-0.2458793223792166,4,4,8,0.8609932286037202,1.1721737714409781,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.31118054283725793,9,9,9,2.766878122274205,3.259481074039227,2009,2011,2011,2011,2011,2011,2011,2011,-0.49260295176502167,2,2,2
246,TUR,711513119221.5778,746638308005.9583,2009,2010,2010,2010,2010,2010,2010,2010,-35125188784.38049,1,1,1,,5.030440799999999,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,-35.954456663931964,,2008,2010,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,17.351368790982562,18.05889903130292,2008,2009,2009,2010,2010,2009,2010,2010,-0.7075302403203594,1,2,2,5.094561221217369,5.651435760094156,2010,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.5568745388767864,8,8,8,5.352570276783641,5.601262634006503,2008,2010,2010,2010,2010,2010,2010,2010,-0.2486923572228612,2,2,2,4.205110360752043,4.442048540480499,2008,2009,2009,2010,2010,2009,2010,2010,-0.23693817972845643,1,2,2,0.2519375655529664,0.2823868119981944,2009,2010,2010,2010,2010,2010,2010,2010,-0.03044924644522795,1,1,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
247,TUV,31823518.62043662,34234035.60024841,2009,2011,2011,2011,2013,2011,2011,2013,-2410516.9798117913,2,2,4,-4.4328527,7.9832635,2009,2010,2011,2011,2015,2011,2011,2015,-12.4161162,2,2,6,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,47.92578947368422,58.85714285714286,2010,2012,2012,2012,2012,2012,2012,2012,-10.931353383458642,2,2,2,,19.375,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,30.98131578947368,42.857142857142854,2010,2012,2012,2012,2012,2012,2012,2012,-11.875827067669174,2,2,2
248,TZA,,26545702802.66099,2008,,,,,Trend,Trend,Trend,,,,,5.382347599999999,8.464380300000002,2008,2010,2011,2011,2018,2011,2011,Did not Recover,-3.0820327000000027,3,3,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,10.40767339403926,11.217675105086329,2010,2012,2012,2012,2012,2012,2012,2012,-0.8100017110470681,2,2,2,9.877059760436154,10.56703427089894,2010,2012,2012,2012,2013,2012,2012,2013,-0.6899745104627861,2,2,3,2.9337122621061837,3.2113959245635004,2010,2011,2012,2012,2012,2012,2012,2012,-0.2776836624573167,2,2,2,2.64319355331035,3.216621955360186,2010,2015,2017,2017,2017,2017,2017,2017,-0.5734284020498359,7,7,7,1.7901680131395241,1.9148739119971818,2008,2012,2012,2012,2008,2012,2012,2008,-0.1247058988576577,4,4,0,0.8254865596386435,0.9058826583678976,2008,2011,2014,2014,2009,2014,2014,2009,-0.08039609872925413,6,6,1,0.4867215560769097,0.8274000226978391,2009,2011,2012,2012,2012,2012,2012,2012,-0.3406784666209294,3,3,3
249,UGA,,16458888151.909132,2008,,,,,Trend,Trend,Trend,,,,,5.6376038,8.708751699999999,2009,2011,2011,2011,2011,2011,2011,2011,-3.071147899999999,2,2,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,8.485166674534732,10.02036523516947,2008,2011,2012,2014,2015,2012,2014,2015,-1.535198560634738,4,6,7,8.07609943022063,9.483090308799305,2008,2011,2013,2013,2015,2013,2013,2015,-1.406990878578675,5,5,7,2.534274676439583,2.9381048421081837,2008,2009,2011,2011,2012,2011,2011,2012,-0.40383016566860075,3,3,4,,3.1146917060200567,2008,,,,,Trend,Trend,Trend,,,,,,2.453430258179852,2008,,,,,Trend,Trend,Trend,,,,,,0.980620669808486,2008,,,,,Trend,Trend,Trend,,,,,0.355739252725278,0.5410320936874405,2008,2009,2009,2012,2012,2009,2012,2012,-0.18529284096216253,1,4,4
250,UKR,121203311658.8538,153669917838.6008,2009,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-32466606179.746994,9,9,9,-14.758541000000001,7.593472500000001,2008,2010,2010,2010,2018,2010,2010,Did not Recover,-22.3520135,2,2,10,-12.355436,-7.3425398,2008,2010,2011,2011,2015,2011,2011,2015,-5.012896199999999,3,3,7,-43.54070003749413,-34.98618801794932,2008,2015,2015,2016,2016,2015,2016,2016,-8.554512019544816,7,8,8,28.30007908426098,29.40274187313727,2009,2015,2015,2015,2011,2015,2015,2011,-1.102662788876291,6,6,2,21.838539263591105,23.06071926355874,2009,2011,2011,2011,2011,2011,2011,2011,-1.2221799999676364,2,2,2,6.99186439927907,9.462135869417116,2009,2016,2016,2018,2018,2016,Did not Recover,Did not Recover,-2.470271470138046,7,9,9,7.997056550911387,9.304203593189067,2009,2011,2011,2011,2011,2011,2011,2011,-1.3071470422776796,2,2,2,1.279543286917187,1.40695188162523,2008,2009,2009,2009,2009,2009,2009,2009,-0.127408594708043,1,1,1,0.7537152523330539,1.4924790908340502,2008,2010,2015,2015,2015,2015,2015,2015,-0.7387638385009963,7,7,7,6.017077159142108,6.129494372298982,2008,2015,2015,2015,2008,2015,2015,2008,-0.11241721315687414,7,7,0
251,UMC,,13273957195384.42,2008,,,,,Trend,Trend,Trend,,,,,1.7308941999999998,8.8725157,2008,2010,2010,2010,2018,2010,2010,Did not Recover,-7.141621499999999,2,2,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
252,URY,,33447078686.84998,2008,,,,,Trend,Trend,Trend,,,,,0.37074408,7.176147,2009,2016,2018,2018,2010,Did not Recover,Did not Recover,2010,-6.805402920000001,9,9,1,,-4.9249816,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,-38.42520457304914,-25.60302196202268,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-12.822182611026463,9,9,9,,20.99772798446812,2008,,,,,Trend,Trend,Trend,,,,,18.24183864859224,18.410494018840147,2008,2009,2009,2009,2009,2009,2009,2009,-0.1686553702479081,1,1,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,10.968004838298722,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,2.295239048537682,2008,,,,,Trend,Trend,Trend,,,,,,1.382765210111562,2008,,,,,Trend,Trend,Trend,,,,,,2.587233965627969,2008,,,,,Trend,Trend,Trend,,,,
253,USA,14594842181900.0,15055395304800.0,2008,2010,2010,2010,2011,2010,2010,2011,-460553122900.0,2,2,3,,1.7785717,2008,,,,,Trend,Trend,Trend,,,,,,6.260984400000001,2008,,,,,Trend,Trend,Trend,,,,,,-20.900193346410852,2008,,,,,Trend,Trend,Trend,,,,,23.88911497252738,27.16117764609172,2008,2010,2011,2013,2017,2011,2013,2017,-3.2720626735643386,3,5,9,16.721400892661258,20.48156758843832,2008,2010,2013,2014,2017,2013,2014,2017,-3.7601666957770625,5,6,9,9.255927255513038,12.92209968530046,2008,2010,2012,2013,2018,2012,2013,Did not Recover,-3.666172429787421,4,5,10,,2.1140778915961107,2008,,,,,Trend,Trend,Trend,,,,,0.8491950595910778,0.9503683949769856,2008,2017,2018,2018,2009,Did not Recover,Did not Recover,2009,-0.10117333538590778,10,10,1,0.1596104348211252,0.1990952042225648,2008,2010,2010,2010,2011,2010,2010,2011,-0.03948476940143961,2,2,3,,6.679610057653395,2008,,,,,Trend,Trend,Trend,,,,
254,UZB,,30766111720.27787,2008,,,,,Trend,Trend,Trend,,,,,7.792523399999999,9.9211559,2008,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-2.128632500000001,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,19.90408202194029,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,15.27998269536275,16.81804956046934,2009,2017,2018,2018,2015,Did not Recover,Did not Recover,2015,-1.5380668651065914,9,9,6,,5.549480626090179,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,4.820393522210681,5.1813078525366745,2009,2017,2018,2018,2012,Did not Recover,Did not Recover,2012,-0.3609143303259934,9,9,3,2.3227978915763217,2.8170485797797213,2008,2009,2009,2009,2009,2009,2009,2009,-0.4942506882033997,1,1,1,,0.8115980667408639,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,2.3186611195649283,6.815333083476384,2009,2016,2018,2018,2011,Did not Recover,Did not Recover,2011,-4.496671963911456,9,9,2
255,VCT,678369231.7922179,719976499.1174643,2009,2012,2013,2015,2016,2013,2015,2016,-41607267.32524645,4,6,7,,3.3425578999999996,2008,,,,,Trend,Trend,Trend,,,,,-1.7829006999999997,3.0262952000000003,2008,2012,2014,2016,2016,2014,2016,2016,-4.8091959,6,8,8,-27.124152214122486,-20.49891718360703,2008,2012,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-6.625235030515455,10,10,10,23.88204835173623,25.59402904833344,2009,2014,2014,2014,2010,2014,2014,2010,-1.7119806965972089,5,5,1,21.71634646541659,23.419504016292674,2009,2014,2014,2014,2014,2014,2014,2014,-1.7031575508760852,5,5,5,5.7534286946646676,5.950759038597214,2010,2014,2014,2014,2011,2014,2014,2011,-0.19733034393254645,4,4,1,6.749686132244976,8.027350188375559,2009,2014,2015,2016,2016,2015,2016,2016,-1.2776640561305825,6,7,7,,0.1955802836862103,2008,2009,2018,2018,2009,Did not Recover,Did not Recover,2009,,10,10,1,,6.030499525560672,2008,,,,,Trend,Trend,Trend,,,,,1.826033027965285,2.174525032040772,2009,2016,2016,2016,2010,2016,2016,2010,-0.34849200407548686,7,7,1
256,VEN,393192354510.6531,412338978104.7427,2009,2011,2011,2011,2012,2011,2011,2012,-19146623594.0896,2,2,3,,8.7535744,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,28.5757476869824,2008,,,,,Trend,Trend,Trend,,,,,10.893080883329151,15.961806701281061,2008,2011,2013,2014,2014,2013,2014,2014,-5.0687258179519095,5,6,6,,7.594985766045549,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,4.633485833699826,5.640080308618012,2008,2009,2009,2009,2009,2009,2009,2009,-1.0065944749181863,1,1,1,0.6558474100691867,1.045188268013455,2010,2012,2014,2014,2015,2014,2014,2015,-0.3893408579442683,4,4,5,0.8362811075543229,1.5312326119306419,2008,2011,2014,2014,2015,2014,2014,2015,-0.6949515043763189,6,6,7,,12.61394017695393,2008,,,,,Trend,Trend,Trend,,,,
257,VGB,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
258,VIR,,4606031124.734732,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,4.0354586,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
259,VNM,,97817393659.74817,2008,,,,,Trend,Trend,Trend,,,,,5.2473645,7.1295033,2008,2013,2015,2015,2018,2015,2015,Did not Recover,-1.8821388,7,7,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,17.11582656745255,20.49141227655362,2009,2015,2017,2018,2010,2017,Did not Recover,2010,-3.3755857091010704,8,9,1,13.94810528487827,17.668367354843138,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-3.7202620699648676,9,9,9,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,2.558656451173605,3.3437449456336004,2008,2013,2015,2015,2009,2015,2015,2009,-0.7850884944599952,7,7,1
